"","ProductName","reviewers","star_rates","date_of_review","text_review"
"11","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Joseph B.","5.0 out of 5 stars","March 24, 2024","







  
  
    We've bought these a couple of times now to use for at-home food handling and cleaning. They're very durable and we haven't had any break or snap on us, even stretched over cut gloves. They're a little short around the wrist so when dumping into a cleaning bucket you may get water inside, but that doesn't bother us and we've probably got big hands anyway. Great value, feels like a more expensive product but in larger quantity for the same price, we'll keep buying these in the future.
  
"
"12","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","7circles","4.0 out of 5 stars","February 15, 2024","







  
  
    I am allergic to unfiltered tap water so I use nitrile gloves while working with food and cleaning.  These gloves are not 'mil' rated on the box but I bought them in hopes that they would be at least the equivalent of what I've picked up randomly from local stores.  Unfortunately, they are on the thinner side and not what I prefer for protecting my hands from the tap water.  I doubt I will use them for working with food and cleaning because of that, but I can use them while painting since I wouldn't need to wash them first.  It's a good value if you aren't worried about the thickness of the gloves.  I got Size Small and they are sized accurately!  It is a relief to be able to find the Small because in stores, usually only 'one size fits most' or 'medium' is all that is offered, and those are floppy on my hands, lol.  Small IS Small in this brand!  I can't rate the durability because I have only tried them on to test the size and thickness.  But if you're looking for at least 4 mil, these are not it.  If you don't mind a lower mil, these would probably be fine :)
  
"
"13","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Gail ","4.0 out of 5 stars","March 5, 2024","







  
  
    I have used these gloves for years and years.  I first began to use them when I had to give medicine to my cat, in her ears.  I had need of alot of medical gloves lately and went back to these.  I  like their durability, their comfort and thick/thinness.  However, the last few boxes seem to really stick together.  They always have because the box is small but these ones lately feel like they were put in the box wet.  Sometimes I need to use several pairs and now I have to pull them apart and make sure I can put them on before I start to work.  I cant just pull them out of the box like I used to.  However, they are still very worthwhile since everything else about them is great.  Plus I like the color!!
  
"
"14","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Beacon631","5.0 out of 5 stars","March 26, 2024","







  
  
    I did housework and these gloves did not rip. I also worked in healthcare for 33 years and can attest that these particular gloves are quality for other uses. Will purchase again because I want gloves that protect and not rip.
  
"
"15","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Max","4.0 out of 5 stars","February 9, 2024","







  
  
    I mainly use these nitrile gloves for food prep in the kitchen - handling meat etc. I've also used them for cleaning the bathroom and as an extra layer of defence when cleaning up after my dog in the yard.I have never had one break or rip on me so they seem sturdy enough. That being said, I imagine that anything rough or jagged could tear a hole so it depends what you're doing with them. The nitrile material does a good job of resisting moisture and maintains grip.They are good value for money considering how many you get in a box. The most annoying thing is there is no size chart or guide so I recommend having a look at the pictures for an indication of what a large looks like.
  
"
"16","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Max","5.0 out of 5 stars","March 19, 2024","







  
  
    As  a  Homemaker and remodeling certain areas at different times These gloves come in mighty handy for the project at the time. Thanks So Much. The timing of delivery could not have been more precise. You people are awesome. Best of packing.  SR.
  
"
"17","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Sharon Rozell","5.0 out of 5 stars","March 23, 2024","







  
  
    Honestly, this is not quite strong. But since I purchased this for my light job, I am happy with it. It will be better to purchase individual one and go for the large packages.
  
"
"18","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Maru","5.0 out of 5 stars","March 25, 2024","







  
  
    I love these gloves.  I always have them on hand, for cleaning the litter box, sanitizing the toilet, pulling weeds, etc.  They are reasonably priced for a hundred, and in colors!
  
"
"19","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Janet C.","5.0 out of 5 stars","March 24, 2024","







  
  
    Good nitrile gloves for light duty use (not for heavy mechanical like automotive repair).  Large size snugly fits men with 9"" hand span thumb to pinky and 1"" wide thumb.
  
"
"20","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Gunkk","4.0 out of 5 stars","February 15, 2024","







  
  
    No dislikes.Wore for about 1 1/2 hrs for sequencial tasks. To post office used on  outside rampBought stamp squares.  Paid by cc machine. Put stamp envelope on wallet. Removed glove inside fold back.  To grocery store outside groc cart w glove..off. to jacket pocket. Later to take trash out to garage trash rolling cart. Decades also. No tear no scratches on thin delicate skin. No sweating inside glove. No rash. Seems slightly more roomy breadth than one size fits all nitrile sky blue. Glove no latex I had been using but did cause sweating inside blue glove. So far great!! Outside temps upper 50'sne  ....
  
"
"21","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Mrs. Coach","4.0 out of 5 stars","March 26, 2024","







  
  
    I fell and messed my knee up. Had to have it cut open. My husband needed gloves to help put the dressing  on it until it healed. He liked them.
  
"
"22","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Neil","5.0 out of 5 stars","March 11, 2024","







  
  
    I use these to protect my hands when working on cars. They don't last that long but they take a beating. I also like them thin so I can feel what I'm touching. So, I'm saying I don't expect them to last too long. Just bought two more boxes. I'd recommend.
  
"
"23","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","HD Mann","5.0 out of 5 stars","March 22, 2024","







  
  
    After my wife's surgery I was tasked with wound care. The XL gloves fit my rather large hands. As long as my hands were dry, they were easy on and off.
  
"
"24","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","D.D. Popcorn","4.0 out of 5 stars","March 16, 2024","







  
  
    We like the size and weight of these gloves. Heck, I even like that they are blue. But they are stuck together in the box which makes them a little inconvenient to use. All I can think is maybe they were stored in a warm place or something? They are strong though. None of them have ripped.
  
"
"25","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Amazon Customer","5.0 out of 5 stars","March 26, 2024","







  
  
    Have bought it before and will buy gain. These are great gloves. Medical grade. Never had a rip or tear.
  
"
"26","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","RoxieThomas ","4.0 out of 5 stars","March 23, 2024","







  
  
    These gloves keep my hands dry and they are great when I lean my house and clean up after my dogs. The gloves don’t tear easily  they are strong.
  
"
"27","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","K. C.","4.0 out of 5 stars","March 23, 2024","







  
  
    I use these gloves to clean the bathroom and any other need that comes up. They have never ripped or torn when using them. I'll buy more when I need a refill.
  
"
"28","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Amazon Customer","5.0 out of 5 stars","March 28, 2024","







  
  
    Come in handy for anything. I use them when I bake and mix something by hand.
  
"
"29","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","John Keller","5.0 out of 5 stars","March 22, 2024","







  
  
    My wife has sensitive skin and greatly appreciated these for daily cleaning tasks about the house.
  
"
"30","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Florence     R.","5.0 out of 5 stars","March 23, 2024","







  
  
    For kitchen use  that rubber gloves are not good for
  
"
"31","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Barbara S.","4.0 out of 5 stars","March 15, 2024","







  
  
    Great gloves like I said above just missed the next day delivery now the only option is second day. The road won’t come to an end but it’s the little things.
  
"
"32","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Kim H","5.0 out of 5 stars","March 23, 2024","







  
  
    Just like the ones I used in the hospital. Great!
  
"
"33","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Kyri's mom","5.0 out of 5 stars","March 25, 2024","







  
  
    caregivers use the gloves when caring for my husband
  
"
"34","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Cristina Vargas","4.0 out of 5 stars","March 12, 2024","







  
  
    Fits great,  doesn't tear while making soda but when I make bath bombs it does. Half way through the bath bomb process it tears no matter if I'm using Fragrance Oil or Essential Oil.
  
"
"35","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Comfortable shoes","5.0 out of 5 stars","March 25, 2024","







  
  
    Great product, great price and fast delivery.
  
"
"36","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Vickie J.","5.0 out of 5 stars","March 28, 2024","







  
  
    nice for dishes and some gardening
  
"
"37","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Sunrise Mimosas","5.0 out of 5 stars","March 24, 2024","







  
  
    No holes. Worked as expected
  
"
"38","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Kindle Customer","5.0 out of 5 stars","March 18, 2024","







  
  
    Cheap and fast delivery
  
"
"39","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Kitty","5.0 out of 5 stars","March 14, 2024","







  
  
    I use these for cleaning and they are perfect - very durable.
  
"
"40","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Daves spot","5.0 out of 5 stars","March 19, 2024","







  
  
    Good quality and price.
  
"
"41","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Virginia","5.0 out of 5 stars","March 28, 2024","







  
    Son guantes pequeños!!!!
  
  
"
"42","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Books. Books. Books!","5.0 out of 5 stars","March 15, 2024","







  
  
    These are a great price compared to stores. I use them for cleaning.
  
"
"43","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Joseph Opoku","5.0 out of 5 stars","March 3, 2024","







  
  
    I like the fact that the gloves are very soft and flexible on my hands, it also doesn’t tear easily as some products do. I love it.
  
"
"44","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Winston","5.0 out of 5 stars","March 1, 2024","







  
  
    Cushion arrived in two weeks and is of high quality. The 2 inch is just right and the product is A plus very well made.
  
"
"45","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Annie","5.0 out of 5 stars","March 21, 2024","







  
  
    Caregivers prefer these gloves over the ones provided by facility.
  
"
"46","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Curtis M. Booker","5.0 out of 5 stars","March 22, 2024","







  
  
    These gloves are great for cleaning with harsh chemicals etc.
  
"
"47","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","DeEtta S.","5.0 out of 5 stars","March 22, 2024","







  
  
    Cat box
  
"
"48","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Myisha ","5.0 out of 5 stars","March 19, 2024","







  
  
    My favorite
  
"
"49","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","pierracc","5.0 out of 5 stars","March 15, 2024","







  
  
    good price good product fast delivery -will reorder as needed
  
"
"50","MedPride Powder-Free Nitrile Exam Gloves, Iris Blue, Medium, Box/100","Alex Miller","5.0 out of 5 stars","March 13, 2024","







  
  
    This was a great value on some really nice nitrile gloves that I use for cleaning around my house.
  
"
